"","famN","yearOfBirth","yearOfDeath","sex","mother_id","father_id","anoinicio","origem_desc","district_ori","county_ori","ori_long","ori_lat","res_desc","district_res","county_res","res_long","res_lat"
"1739","448","1949",NA,"unknown",NA,NA,"1979","BRAGA                          POVOA DE LANHOSO","BRAGA","POVOA DE LANHOSO","-8.2689012","41.5784784","AVEIRO                        ESPINHO","AVEIRO","ESPINHO","-8.6410332","41.0071914"
"1740","950","1929",NA,"unknown",NA,NA,"1966","VILA REAL                      SABROSA","VILA REAL","SABROSA","-7.5755135","41.266132","LISBOA                        SINTRA","LISBOA","SINTRA","-9.3816589","38.8028687"
"1741","159","1990",NA,"unknown",NA,NA,"2021","AVEIRO                         ILHAVO","AVEIRO","ILHAVO","-8.672371","40.602309","LISBOA                        LOURINHÃ","LISBOA","LOURINHÃ","-9.3129511","39.2414853"
"1742","576","1953",NA,"male",NA,NA,"1975","VISEU                          CINFÃES","VISEU","CINFÃES","-8.0898477","41.071713","VIANA DO CASTELO              PONTE DA BARCA","VIANA DO CASTELO","PONTE DA BARCA","-8.41641271603104","41.8064160978201"
"1743","726","1980",NA,"male",NA,NA,"2001","LISBOA                         TORRES VEDRAS","LISBOA","TORRES VEDRAS","-9.2600341","39.0917759","LEIRIA                        POMBAL","LEIRIA","POMBAL","-8.6321415","39.9167748"
"1744","196","1917",NA,"male",NA,NA,"1950","SANTAREM                       CORUCHE","SANTAREM","CORUCHE","-8.5248217","38.9603055","VILA REAL                     CHAVES","VILA REAL","CHAVES","-7.4731648","41.741781"
"1745","5","1907",NA,"unknown",NA,NA,"1939","FARO                           LOULE","FARO","LOULE","-8.020216","37.1379187","PORTO                         MAIA","PORTO","MAIA","-8.621049","41.2278891"
"1746","499","1949",NA,"unknown",NA,NA,"1975","COIMBRA                        TABUA","COIMBRA","TABUA","-8.0282218","40.3617145","AVEIRO                        OVAR","AVEIRO","OVAR","-8.6253313","40.8596399"
"1747","414","1920",NA,"unknown",NA,NA,"1954","BEJA                           FERREIRA DO ALENTEJO","BEJA","FERREIRA DO ALENTEJO","-8.1140713","38.0593873","GUARDA                        SABUGAL","GUARDA","SABUGAL","-7.0498442","40.3793416"
"1748","42","1907",NA,"unknown",NA,NA,"1945","VISEU                          TONDELA","VISEU","TONDELA","-8.0802569","40.5170645","AVEIRO                        OVAR","AVEIRO","OVAR","-8.6253313","40.8596399"
"1749","382","1932",NA,"male",NA,NA,"1952","C BRANCO                       OLEIROS","C BRANCO","OLEIROS","-7.9138535","39.9201996","COIMBRA                       ARGANIL","COIMBRA","ARGANIL","-8.0537909","40.218499"
"1750","791","1991",NA,"male",NA,NA,"2019","SETUBAL                        MOITA","SETUBAL","MOITA","-8.9902047","38.6527329","C BRANCO                      COVILHÃ","C BRANCO","COVILHÃ","-7.5043272","40.2805633"
"1751","17","1948",NA,"female",NA,NA,"1988","COIMBRA                        LOUSÃ","COIMBRA","LOUSÃ","-8.2440038","40.1147188","FARO                          SILVES","FARO","SILVES","-8.4412051","37.1889976"
"1752","742","1957",NA,"unknown",NA,NA,"1983","SANTAREM                       OUREM","SANTAREM","OUREM","-8.5773408","39.6564974","AVEIRO                        VALE DE CAMBRA","AVEIRO","VALE DE CAMBRA","-8.3956168","40.8429643"
"1753","528","1977",NA,"male",NA,NA,"2005","C BRANCO                       OLEIROS","C BRANCO","OLEIROS","-7.9138535","39.9201996","C BRANCO                      PENAMACOR","C BRANCO","PENAMACOR","-7.1714925","40.169313"
"1754","928","1932",NA,"unknown",NA,NA,"1961","SETUBAL                        MOITA","SETUBAL","MOITA","-8.9902047","38.6527329","VILA REAL                     SABROSA","VILA REAL","SABROSA","-7.5755135","41.266132"
"1755","865","1977",NA,"male",NA,NA,"2007","GUARDA                         VILA NOVA DE FOZ COA","GUARDA","VILA NOVA DE FOZ COA","-7.1403598","41.0822466","VILA REAL                     SABROSA","VILA REAL","SABROSA","-7.5755135","41.266132"
"1756","604","1896",NA,"female",NA,NA,"1925","COIMBRA                        MONTEMOR-O-VELHO","COIMBRA","MONTEMOR-O-VELHO","-8.6826636","40.1748245","BRAGA                         CELORICO DE BASTO","BRAGA","CELORICO DE BASTO","-8.0022034","41.3869496"
"1757","700","1893",NA,"male",NA,NA,"1933","BRAGA                          BRAGA","BRAGA","BRAGA","-8.426507","41.5454486","BRAGA                         FAFE","BRAGA","FAFE","-8.1728619","41.4508217"
"1758","585","1879",NA,"unknown",NA,NA,"1899","FARO                           LOULE","FARO","LOULE","-8.020216","37.1379187","AVEIRO                        ANADIA","AVEIRO","ANADIA","-8.4354306","40.4409572"
"1759","440","1943",NA,"male",NA,NA,"1981","VISEU                          NELAS","VISEU","NELAS","-7.8498679","40.537787","SANTAREM                      ALMEIRIM","SANTAREM","ALMEIRIM","-8.6259188","39.2075584"
"1760","713","1912",NA,"female",NA,NA,"1932","FARO                           SILVES","FARO","SILVES","-8.4412051","37.1889976","LISBOA                        AMADORA","LISBOA","AMADORA","-9.2245474","38.7577603"
"1761","176","2000",NA,"unknown",NA,NA,"2040","PORTO                          MAIA","PORTO","MAIA","-8.621049","41.2278891","GUARDA                        SABUGAL","GUARDA","SABUGAL","-7.0498442","40.3793416"
"1762","330","1954",NA,"unknown",NA,NA,"1989","PORTO                          BAIÃO","PORTO","BAIÃO","-8.035514","41.1617715","C BRANCO                      CASTELO BRANCO","C BRANCO","CASTELO BRANCO","-7.4875687","39.8214511"
"1763","368","1921",NA,"unknown",NA,NA,"1953","VISEU                          VISEU","VISEU","VISEU","-7.9124712","40.6565861","AVEIRO                        ILHAVO","AVEIRO","ILHAVO","-8.672371","40.602309"
"1764","125","1927",NA,"unknown",NA,NA,"1952","LISBOA                         LISBOA","LISBOA","LISBOA","-9.1393366","38.7222524","GUARDA                        SEIA","GUARDA","SEIA","-7.707845","40.4148619"
"1765","920","1932",NA,"female",NA,NA,"1954","LEIRIA                         POMBAL","LEIRIA","POMBAL","-8.6321415","39.9167748","SANTAREM                      CARTAXO","SANTAREM","CARTAXO","-8.7888254","39.1618166"
"1766","690","1896",NA,"male",NA,NA,"1933","BRAGA                          POVOA DE LANHOSO","BRAGA","POVOA DE LANHOSO","-8.2689012","41.5784784","AVEIRO                        ANADIA","AVEIRO","ANADIA","-8.4354306","40.4409572"
"1767","665","1904",NA,"male",NA,NA,"1928","SETUBAL                        PALMELA","SETUBAL","PALMELA","-8.9016937","38.569441","LISBOA                        ALENQUER","LISBOA","ALENQUER","-9.0140033","39.0577004"
"1768","967","1894",NA,"male",NA,NA,"1931","VISEU                          VISEU","VISEU","VISEU","-7.9124712","40.6565861","LISBOA                        AMADORA","LISBOA","AMADORA","-9.2245474","38.7577603"
"1769","894","1930",NA,"male",NA,NA,"1958","SETUBAL                        SETUBAL","SETUBAL","SETUBAL","-8.8909328","38.5260437","AVEIRO                        ILHAVO","AVEIRO","ILHAVO","-8.672371","40.602309"
"1770","284","1901",NA,"unknown",NA,NA,"1929","C BRANCO                       FUNDÃO","C BRANCO","FUNDÃO","-7.501078","40.1380138","VIANA DO CASTELO              ARCOS DE VALDEVEZ","VIANA DO CASTELO","ARCOS DE VALDEVEZ","-8.41885767651288","41.8468116541516"
"1771","563","1879",NA,"male",NA,NA,"1899","BRAGA                          VILA VERDE","BRAGA","VILA VERDE","-8.4332813","41.6507161","BRAGA                         VILA VERDE","BRAGA","VILA VERDE","-8.4332813","41.6507161"
"1772","905","1969",NA,"male",NA,NA,"1994","SANTAREM                       SALVATERRA DE MAGOS","SANTAREM","SALVATERRA DE MAGOS","-8.794182","39.0272019","C BRANCO                      PENAMACOR","C BRANCO","PENAMACOR","-7.1714925","40.169313"
"1773","977","1960",NA,"unknown",NA,NA,"1987","C BRANCO                       PENAMACOR","C BRANCO","PENAMACOR","-7.1714925","40.169313","SETUBAL                       SEIXAL","SETUBAL","SEIXAL","-9.0975","38.6410676"
"1774","455","1998",NA,"unknown",NA,NA,"2032","LEIRIA                         FIGUEIRO DOS VINHOS","LEIRIA","FIGUEIRO DOS VINHOS","-8.2801574","39.8993771","BRAGA                         CELORICO DE BASTO","BRAGA","CELORICO DE BASTO","-8.0022034","41.3869496"
"1775","285","1931",NA,"unknown",NA,NA,"1966","COIMBRA                        ARGANIL","COIMBRA","ARGANIL","-8.0537909","40.218499","COIMBRA                       CONDEIXA-A-NOVA","COIMBRA","CONDEIXA-A-NOVA","-8.498689","40.1128075"
"1776","654","1875",NA,"female",NA,NA,"1910","PORTO                          PAREDES","PORTO","PAREDES","-8.3303867","41.2051674","COIMBRA                       VILA NOVA DE POIARES","COIMBRA","VILA NOVA DE POIARES","-8.25907","40.2107667"
"1777","572","1907",NA,"male",NA,NA,"1940","AVEIRO                         ALBERGARIA-A-VELHA","AVEIRO","ALBERGARIA-A-VELHA","-8.4796655","40.6894236","SETUBAL                       SEIXAL","SETUBAL","SEIXAL","-9.0975","38.6410676"
"1778","377","1952",NA,"unknown",NA,NA,"1983","LEIRIA                         BOMBARRAL","LEIRIA","BOMBARRAL","-9.1580682","39.2682645","BRAGA                         VILA NOVA DE FAMALICÃO","BRAGA","VILA NOVA DE FAMALICÃO","-8.5237319","41.4111259"
"1779","938","1962",NA,"unknown",NA,NA,"1990","COIMBRA                        SOURE","COIMBRA","SOURE","-8.6218634","40.0604197","FARO                          FARO","FARO","FARO","-7.96288387248353","37.0550990714004"
"1780","228","1879",NA,"male",NA,NA,"1918","BRAGA                          VILA VERDE","BRAGA","VILA VERDE","-8.4332813","41.6507161","BRAGA                         ESPOSENDE","BRAGA","ESPOSENDE","-8.7805652","41.5309169"
"1781","46","1940",NA,"unknown",NA,NA,"1960","VIANA DO CASTELO               PONTE DA BARCA","VIANA DO CASTELO","PONTE DA BARCA","-8.41641271603104","41.8064160978201","PORTO                         POVOA DE VARZIM","PORTO","POVOA DE VARZIM","-8.7609294","41.3803685"
"1782","578","1983",NA,"male",NA,NA,"2018","BRAGA                          POVOA DE LANHOSO","BRAGA","POVOA DE LANHOSO","-8.2689012","41.5784784","SANTAREM                      CORUCHE","SANTAREM","CORUCHE","-8.5248217","38.9603055"
"1783","499","1880",NA,"unknown",NA,NA,"1913","LEIRIA                         ANSIÃO","LEIRIA","ANSIÃO","-8.43851","39.9107177","AVEIRO                        VALE DE CAMBRA","AVEIRO","VALE DE CAMBRA","-8.3956168","40.8429643"
"1784","772","1909",NA,"female",NA,NA,"1939","BRAGA                          GUIMARÃES","BRAGA","GUIMARÃES","-8.426507","41.5454486","LEIRIA                        POMBAL","LEIRIA","POMBAL","-8.6321415","39.9167748"
"1785","413","1907",NA,"unknown",NA,NA,"1940","AVEIRO                         ILHAVO","AVEIRO","ILHAVO","-8.672371","40.602309","VILA REAL                     CHAVES","VILA REAL","CHAVES","-7.4731648","41.741781"
"1786","600","1893",NA,"unknown",NA,NA,"1914","VISEU                          SANTA COMBA DÃO","VISEU","SANTA COMBA DÃO","-8.1502433","40.3930591","SETUBAL                       MOITA","SETUBAL","MOITA","-8.9902047","38.6527329"
"1787","751","1928",NA,"unknown",NA,NA,"1948","PORTALEGRE                     CAMPO MAIOR","PORTALEGRE","CAMPO MAIOR","-7.0700063","39.0134528","PORTO                         MATOSINHOS","PORTO","MATOSINHOS","-8.6962775","41.1844362"
"1788","520","1934",NA,"female",NA,NA,"1965","LEIRIA                         ANSIÃO","LEIRIA","ANSIÃO","-8.43851","39.9107177","C BRANCO                      PENAMACOR","C BRANCO","PENAMACOR","-7.1714925","40.169313"
"1789","17","1887",NA,"female",NA,NA,"1913","PORTO                          PORTO","PORTO","PORTO","-8.6291053","41.1579438","BRAGA                         AMARES","BRAGA","AMARES","-8.349917","41.6336322"
"1790","956","1948",NA,"unknown",NA,NA,"1977","SETUBAL                        PALMELA","SETUBAL","PALMELA","-8.9016937","38.569441","GUARDA                        SEIA","GUARDA","SEIA","-7.707845","40.4148619"
"1791","406","2001",NA,"male",NA,NA,"2022","PORTO                          MATOSINHOS","PORTO","MATOSINHOS","-8.6962775","41.1844362","LISBOA                        AZAMBUJA","LISBOA","AZAMBUJA","-8.8692915","39.0696027"
"1792","174","1917",NA,"male",NA,NA,"1956","PORTO                          POVOA DE VARZIM","PORTO","POVOA DE VARZIM","-8.7609294","41.3803685","PORTO                         LOUSADA","PORTO","LOUSADA","-8.2837376","41.2774793"
"1793","946","1893",NA,"male",NA,NA,"1931","BRAGA                          AMARES","BRAGA","AMARES","-8.349917","41.6336322","PORTO                         VILA NOVA DE GAIA","PORTO","VILA NOVA DE GAIA","-8.6117851","41.1238759"
"1794","883","1985",NA,"male",NA,NA,"2009","PORTO                          MATOSINHOS","PORTO","MATOSINHOS","-8.6962775","41.1844362","VISEU                         SANTA COMBA DÃO","VISEU","SANTA COMBA DÃO","-8.1502433","40.3930591"
"1795","98","2001",NA,"unknown",NA,NA,"2026","SETUBAL                        MOITA","SETUBAL","MOITA","-8.9902047","38.6527329","FARO                          SILVES","FARO","SILVES","-8.4412051","37.1889976"
"1796","892","1932",NA,"unknown",NA,NA,"1965","C BRANCO                       COVILHÃ","C BRANCO","COVILHÃ","-7.5043272","40.2805633","VIANA DO CASTELO              MONÇÃO","VIANA DO CASTELO","MONÇÃO","-8.48168647798729","42.0773036128971"
"1797","2000","1963",NA,"male",NA,NA,"1989","LEIRIA                         LEIRIA","LEIRIA","LEIRIA","-8.807683","39.7495331","VIANA DO CASTELO              ARCOS DE VALDEVEZ","VIANA DO CASTELO","ARCOS DE VALDEVEZ","-8.41885767651288","41.8468116541516"
"1798","585","1968",NA,"unknown",NA,NA,"2007","AVEIRO                         AVEIRO","AVEIRO","AVEIRO","-8.6537539","40.6405055","SANTAREM                      SANTAREM","SANTAREM","SANTAREM","-8.6860119","39.2366618"
"1799","670","1979",NA,"female",NA,NA,"2002","BRAGA                          VIEIRA DO MINHO","BRAGA","VIEIRA DO MINHO","-8.1416198","41.6343218","VISEU                         TONDELA","VISEU","TONDELA","-8.0802569","40.5170645"
"1800","739","1946",NA,"unknown",NA,NA,"1970","VISEU                          VOUZELA","VISEU","VOUZELA","-8.1120232","40.7231807","VISEU                         SANTA COMBA DÃO","VISEU","SANTA COMBA DÃO","-8.1502433","40.3930591"
"1801","962","1894",NA,"female",NA,NA,"1928","COIMBRA                        SOURE","COIMBRA","SOURE","-8.6218634","40.0604197","FARO                          OLHÃO","FARO","OLHÃO","-7.8423509","37.0260416"
"1802","599","1913",NA,"male",NA,NA,"1933","LISBOA                         TORRES VEDRAS","LISBOA","TORRES VEDRAS","-9.2600341","39.0917759","LEIRIA                        PORTO DE MOS","LEIRIA","PORTO DE MOS","-8.816531873487","39.6052039331281"
"1803","600","1911",NA,"male",NA,NA,"1931","FARO                           LOULE","FARO","LOULE","-8.020216","37.1379187","LISBOA                        LISBOA","LISBOA","LISBOA","-9.1393366","38.7222524"
"1804","174","1930",NA,"female",NA,NA,"1956","VISEU                          CARREGAL DO SAL","VISEU","CARREGAL DO SAL","-7.9980002","40.4347784","C BRANCO                      PENAMACOR","C BRANCO","PENAMACOR","-7.1714925","40.169313"
"1805","782","1959",NA,"unknown",NA,NA,"1996","BRAGANCA                       MIRANDA DO DOURO","BRAGANCA","MIRANDA DO DOURO","-6.27151467826203","41.502561271749","VILA REAL                     CHAVES","VILA REAL","CHAVES","-7.4731648","41.741781"
"1806","465","1871",NA,"female",NA,NA,"1904","SETUBAL                        MOITA","SETUBAL","MOITA","-8.9902047","38.6527329","COIMBRA                       FIGUEIRA DA FOZ","COIMBRA","FIGUEIRA DA FOZ","-8.857583","40.1521398"
"1807","406","1976",NA,"unknown",NA,NA,"2004","BRAGANCA                       FREIXO DE ESPADA A CINTA","BRAGANCA","FREIXO DE ESPADA A CINTA","-6.8087993","41.0900806","GUARDA                        SABUGAL","GUARDA","SABUGAL","-7.0498442","40.3793416"
"1808","354","1945",NA,"female",NA,NA,"1981","FARO                           LOULE","FARO","LOULE","-8.020216","37.1379187","AVEIRO                        AVEIRO","AVEIRO","AVEIRO","-8.6537539","40.6405055"
"1809","723","1899",NA,"male",NA,NA,"1933","COIMBRA                        COIMBRA","COIMBRA","COIMBRA","-8.4102573","40.2033145","PORTO                         PORTO","PORTO","PORTO","-8.6291053","41.1579438"
"1810","789","1926",NA,"female",NA,NA,"1957","SETUBAL                        BARREIRO","SETUBAL","BARREIRO","-9.0790724","38.6608149","SANTAREM                      OUREM","SANTAREM","OUREM","-8.5773408","39.6564974"
"1811","957","1920",NA,"female",NA,NA,"1957","PORTO                          VILA DO CONDE","PORTO","VILA DO CONDE","-8.7478619","41.3517302","LISBOA                        AZAMBUJA","LISBOA","AZAMBUJA","-8.8692915","39.0696027"
"1812","366","1946",NA,"male",NA,NA,"1985","AVEIRO                         OVAR","AVEIRO","OVAR","-8.6253313","40.8596399","LEIRIA                        ALCOBAÇA","LEIRIA","ALCOBAÇA","-8.9796492","39.548667"
"1813","360","1951",NA,"female",NA,NA,"1985","LISBOA                         AZAMBUJA","LISBOA","AZAMBUJA","-8.8692915","39.0696027","PORTO                         TROFA","PORTO","TROFA","-8.5599893","41.3390535"
"1814","807","1912",NA,"female",NA,NA,"1936","AVEIRO                         MURTOSA","AVEIRO","MURTOSA","-8.6399173","40.7370493","COIMBRA                       FIGUEIRA DA FOZ","COIMBRA","FIGUEIRA DA FOZ","-8.857583","40.1521398"
"1815","919","1921",NA,"male",NA,NA,"1959","VIANA DO CASTELO               PAREDES DE COURA","VIANA DO CASTELO","PAREDES DE COURA","-8.5614589","41.9130455","FARO                          LOULE","FARO","LOULE","-8.020216","37.1379187"
"1816","780","1900",NA,"unknown",NA,NA,"1928","PORTO                          BAIÃO","PORTO","BAIÃO","-8.035514","41.1617715","LEIRIA                        ALCOBAÇA","LEIRIA","ALCOBAÇA","-8.9796492","39.548667"
"1817","789","1951",NA,"unknown",NA,NA,"1983","SETUBAL                        MONTIJO","SETUBAL","MONTIJO","-8.9741183","38.7055652","VIANA DO CASTELO              PONTE DE LIMA","VIANA DO CASTELO","PONTE DE LIMA","-8.58287279610424","41.7654677847047"
"1818","722","1879",NA,"unknown",NA,NA,"1908","PORTO                          PAREDES","PORTO","PAREDES","-8.3303867","41.2051674","BRAGA                         VILA NOVA DE FAMALICÃO","BRAGA","VILA NOVA DE FAMALICÃO","-8.5237319","41.4111259"
"1819","5","1968",NA,"male",NA,NA,"2003","COIMBRA                        LOUSÃ","COIMBRA","LOUSÃ","-8.2440038","40.1147188","AVEIRO                        OVAR","AVEIRO","OVAR","-8.6253313","40.8596399"
"1820","217","1899",NA,"unknown",NA,NA,"1934","BRAGA                          AMARES","BRAGA","AMARES","-8.349917","41.6336322","PORTO                         VILA DO CONDE","PORTO","VILA DO CONDE","-8.7478619","41.3517302"
"1821","447","1991",NA,"unknown",NA,NA,"2019","AVEIRO                         SANTA MARIA DA FEIRA","AVEIRO","SANTA MARIA DA FEIRA","-8.5483247","40.926794","VIANA DO CASTELO              PAREDES DE COURA","VIANA DO CASTELO","PAREDES DE COURA","-8.5614589","41.9130455"
"1822","879","1996",NA,"female",NA,NA,"2023","AVEIRO                         AVEIRO","AVEIRO","AVEIRO","-8.6537539","40.6405055","PORTO                         GONDOMAR","PORTO","GONDOMAR","-8.5291423","41.1395599"
"1823","337","1944",NA,"male",NA,NA,"1974","COIMBRA                        PAMPILHOSA DA SERRA","COIMBRA","PAMPILHOSA DA SERRA","-7.9519961","40.0460146","BRAGA                         BRAGA","BRAGA","BRAGA","-8.426507","41.5454486"
"1824","403","1984",NA,"female",NA,NA,"2010","SETUBAL                        PALMELA","SETUBAL","PALMELA","-8.9016937","38.569441","BRAGA                         VILA NOVA DE FAMALICÃO","BRAGA","VILA NOVA DE FAMALICÃO","-8.5237319","41.4111259"
"1825","532","1956",NA,"female",NA,NA,"1984","BRAGA                          TERRAS DE BOURO","BRAGA","TERRAS DE BOURO","-8.3062444","41.7167409","LEIRIA                        POMBAL","LEIRIA","POMBAL","-8.6321415","39.9167748"
"1826","480","1974",NA,"unknown",NA,NA,"2006","VISEU                          PENALVA DO CASTELO","VISEU","PENALVA DO CASTELO","-7.633113","40.6862295","LEIRIA                        BOMBARRAL","LEIRIA","BOMBARRAL","-9.1580682","39.2682645"
"1827","582","1917",NA,"male",NA,NA,"1950","SANTAREM                       OUREM","SANTAREM","OUREM","-8.5773408","39.6564974","LEIRIA                        FIGUEIRO DOS VINHOS","LEIRIA","FIGUEIRO DOS VINHOS","-8.2801574","39.8993771"
"1828","682","1903",NA,"female",NA,NA,"1934","C BRANCO                       OLEIROS","C BRANCO","OLEIROS","-7.9138535","39.9201996","COIMBRA                       GOIS","COIMBRA","GOIS","-8.1106319","40.155204"
"1829","648","1888",NA,"unknown",NA,NA,"1927","LISBOA                         AZAMBUJA","LISBOA","AZAMBUJA","-8.8692915","39.0696027","VISEU                         MANGUALDE","VISEU","MANGUALDE","-7.7664152","40.6083723"
"1830","246","1988",NA,"unknown",NA,NA,"2025","AVEIRO                         ANADIA","AVEIRO","ANADIA","-8.4354306","40.4409572","AVEIRO                        AGUEDA","AVEIRO","AGUEDA","-8.4464368","40.5754246"
"1831","148","1937",NA,"unknown",NA,NA,"1975","AVEIRO                         AROUCA","AVEIRO","AROUCA","-8.245099","40.9321489","VIANA DO CASTELO              PONTE DA BARCA","VIANA DO CASTELO","PONTE DA BARCA","-8.41641271603104","41.8064160978201"
"1832","199","2006",NA,"male",NA,NA,"2045","SETUBAL                        BARREIRO","SETUBAL","BARREIRO","-9.0790724","38.6608149","LISBOA                        OEIRAS","LISBOA","OEIRAS","-9.3146014","38.6968607"
"1833","303","1995",NA,"unknown",NA,NA,"2031","LISBOA                         TORRES VEDRAS","LISBOA","TORRES VEDRAS","-9.2600341","39.0917759","VIANA DO CASTELO              CAMINHA","VIANA DO CASTELO","CAMINHA","-8.8378454","41.8732082"
"1834","55","1940",NA,"male",NA,NA,"1972","PORTO                          BAIÃO","PORTO","BAIÃO","-8.035514","41.1617715","SANTAREM                      SANTAREM","SANTAREM","SANTAREM","-8.6860119","39.2366618"
"1835","252","1871",NA,"male",NA,NA,"1906","SETUBAL                        PALMELA","SETUBAL","PALMELA","-8.9016937","38.569441","AVEIRO                        ESPINHO","AVEIRO","ESPINHO","-8.6410332","41.0071914"
"1836","846","2006",NA,"female",NA,NA,"2041","AVEIRO                         S. JOÃO DA MADEIRA","AVEIRO","S. JOÃO DA MADEIRA","-8.4906716","40.9005238","COIMBRA                       TABUA","COIMBRA","TABUA","-8.0282218","40.3617145"
"1837","327","1932",NA,"male",NA,NA,"1952","PORTO                          PORTO","PORTO","PORTO","-8.6291053","41.1579438","BRAGA                         AMARES","BRAGA","AMARES","-8.349917","41.6336322"
"1838","910","1932",NA,"unknown",NA,NA,"1954","SETUBAL                        SETUBAL","SETUBAL","SETUBAL","-8.8909328","38.5260437","LISBOA                        CASCAIS","LISBOA","CASCAIS","-9.4222945","38.6970565"
"1839","535","1988",NA,"female",NA,NA,"2027","PORTO                          SANTO TIRSO","PORTO","SANTO TIRSO","-8.4738078","41.3431376","AVEIRO                        ESPINHO","AVEIRO","ESPINHO","-8.6410332","41.0071914"
"1840","923","1914",NA,"male",NA,NA,"1937","C BRANCO                       FUNDÃO","C BRANCO","FUNDÃO","-7.501078","40.1380138","AVEIRO                        AGUEDA","AVEIRO","AGUEDA","-8.4464368","40.5754246"
"1841","707","1936",NA,"female",NA,NA,"1969","VIANA DO CASTELO               PONTE DA BARCA","VIANA DO CASTELO","PONTE DA BARCA","-8.41641271603104","41.8064160978201","SETUBAL                       MONTIJO","SETUBAL","MONTIJO","-8.9741183","38.7055652"
"1842","432","1908",NA,"female",NA,NA,"1929","AVEIRO                         CASTELO DE PAIVA","AVEIRO","CASTELO DE PAIVA","-8.2714736","41.0409444","FARO                          FARO","FARO","FARO","-7.96288387248353","37.0550990714004"
"1843","552","1910",NA,"male",NA,NA,"1938","VISEU                          CINFÃES","VISEU","CINFÃES","-8.0898477","41.071713","PORTO                         VILA DO CONDE","PORTO","VILA DO CONDE","-8.7478619","41.3517302"
"1844","893","1972",NA,"female",NA,NA,"2002","LEIRIA                         ALCOBAÇA","LEIRIA","ALCOBAÇA","-8.9796492","39.548667","C BRANCO                      OLEIROS","C BRANCO","OLEIROS","-7.9138535","39.9201996"
"1845","544","1927",NA,"unknown",NA,NA,"1958","PORTO                          MARCO DE CANAVESES","PORTO","MARCO DE CANAVESES","-8.1477551","41.1845043","AVEIRO                        AROUCA","AVEIRO","AROUCA","-8.245099","40.9321489"
"1846","925","1953",NA,"male",NA,NA,"1983","PORTO                          MAIA","PORTO","MAIA","-8.621049","41.2278891","VISEU                         PENALVA DO CASTELO","VISEU","PENALVA DO CASTELO","-7.633113","40.6862295"
"1847","602","1964",NA,"female",NA,NA,"2004","GUARDA                         AGUIAR DA BEIRA","GUARDA","AGUIAR DA BEIRA","-7.5454104","40.816453","PORTO                         MARCO DE CANAVESES","PORTO","MARCO DE CANAVESES","-8.1477551","41.1845043"
"1848","505","1953",NA,"unknown",NA,NA,"1991","AVEIRO                         MURTOSA","AVEIRO","MURTOSA","-8.6399173","40.7370493","SETUBAL                       ALCOCHETE","SETUBAL","ALCOCHETE","-8.9628696","38.7562753"
"1849","200","1960",NA,"male",NA,NA,"1981","AVEIRO                         ALBERGARIA-A-VELHA","AVEIRO","ALBERGARIA-A-VELHA","-8.4796655","40.6894236","PORTO                         PORTO","PORTO","PORTO","-8.6291053","41.1579438"
"1850","930","1988",NA,"female",NA,NA,"2019","PORTO                          PENAFIEL","PORTO","PENAFIEL","-8.2891305","41.2052808","VISEU                         VISEU","VISEU","VISEU","-7.9124712","40.6565861"
"1851","371","1954",NA,"female",NA,NA,"1984","LEIRIA                         BOMBARRAL","LEIRIA","BOMBARRAL","-9.1580682","39.2682645","LISBOA                        CADAVAL","LISBOA","CADAVAL","-9.1027435","39.2433571"
"1852","177","1978",NA,"male",NA,NA,"2011","VISEU                          VISEU","VISEU","VISEU","-7.9124712","40.6565861","COIMBRA                       COIMBRA","COIMBRA","COIMBRA","-8.4102573","40.2033145"
"1853","611","1892",NA,"male",NA,NA,"1927","COIMBRA                        FIGUEIRA DA FOZ","COIMBRA","FIGUEIRA DA FOZ","-8.857583","40.1521398","LEIRIA                        ANSIÃO","LEIRIA","ANSIÃO","-8.43851","39.9107177"
"1854","211","1921",NA,"male",NA,NA,"1944","GUARDA                         VILA NOVA DE FOZ COA","GUARDA","VILA NOVA DE FOZ COA","-7.1403598","41.0822466","LISBOA                        LOURES","LISBOA","LOURES","-9.1741095","38.831549"
"1855","472","1992",NA,"female",NA,NA,"2020","VIANA DO CASTELO               VALENÇA","VIANA DO CASTELO","VALENÇA","-8.64236643582249","42.0274675841917","PORTO                         LOUSADA","PORTO","LOUSADA","-8.2837376","41.2774793"
"1856","580","1937",NA,"female",NA,NA,"1977","BRAGA                          BARCELOS","BRAGA","BARCELOS","-8.4411619","41.5414598","PORTO                         POVOA DE VARZIM","PORTO","POVOA DE VARZIM","-8.7609294","41.3803685"
"1857","477","1879",NA,"unknown",NA,NA,"1919","AVEIRO                         ANADIA","AVEIRO","ANADIA","-8.4354306","40.4409572","SANTAREM                      OUREM","SANTAREM","OUREM","-8.5773408","39.6564974"
"1858","67","1942",NA,"unknown",NA,NA,"1981","C BRANCO                       FUNDÃO","C BRANCO","FUNDÃO","-7.501078","40.1380138","VISEU                         MANGUALDE","VISEU","MANGUALDE","-7.7664152","40.6083723"
"1859","464","1957",NA,"male",NA,NA,"1991","C BRANCO                       FUNDÃO","C BRANCO","FUNDÃO","-7.501078","40.1380138","AVEIRO                        VALE DE CAMBRA","AVEIRO","VALE DE CAMBRA","-8.3956168","40.8429643"
